date,pm2.5,o3,no2,기온(°C),풍속(m/s),강수량(mm),0~9,20~29,80~89,over 100,하차총승객수,입장객 수
2019-09-18,9.0,0.028,0.02,20.4958333333333,1.62916666666666,0.0,4472,7955,1680,11,4067,3172.0
2019-09-19,8.0,0.023,0.022,18.0458333333333,0.975,0.0,4472,7955,1680,11,3876,3431.0
2019-09-20,6.0,0.008,0.026,18.2375,0.820833333333333,0.0,4472,7955,1680,11,4145,4563.0
2019-09-21,4.0,0.012,0.022,18.5875,0.866666666666666,0.0,4472,7955,1680,11,8203,10127.0
2019-09-22,2.0,0.036,0.008,17.3499999999999,2.1125,0.145833333333333,4472,7955,1680,11,2436,1126.0
2019-09-23,3.0,0.028,0.016,19.2375,1.48333333333333,0.0,4472,7955,1680,11,3764,2999.0
2019-09-24,9.0,0.016,0.028,17.675,0.829166666666666,0.0,4472,7955,1680,11,5327,4136.0
2019-09-25,11.0,0.016,0.032,18.65,0.466666666666666,0.0,4472,7955,1680,11,4712,3948.0
2019-09-26,14.0,0.018,0.026,20.6083333333333,0.695833333333333,0.0,4472,7955,1680,11,4463,11123.0
2019-09-27,8.0,0.012,0.029,20.7125,0.545833333333333,0.0,4472,7955,1680,11,6337,4624.0
2019-09-28,15.0,0.018,0.028,21.8416666666666,0.55,0.0,4472,7955,1680,11,23517,22637.0
2019-09-29,23.0,0.03,0.024,20.3666666666666,0.6875,0.0,4472,7955,1680,11,8521,18965.0
2019-09-30,33.0,0.033,0.032,20.25,0.504166666666666,0.0,4472,7955,1680,11,3648,4098.0
2019-10-01,28.0,0.021,0.031,21.2666666666666,0.608333333333333,0.0,4460,7947,1694,9,5654,3496.0
2019-10-02,11.0,0.004,0.021,21.3,1.41666666666666,0.875,4460,7947,1694,9,5283,2251.0
2019-10-03,2.0,0.018,0.012,21.9291666666666,1.64583333333333,0.770833333333333,4460,7947,1694,9,6468,15337.0
2019-10-04,15.0,0.023,0.018,21.0458333333333,0.991666666666666,0.0,4460,7947,1694,9,10388,11882.0
2019-10-05,21.0,0.025,0.014,19.2791666666666,1.54166666666666,0.0,4460,7947,1694,9,9665,16368.0
2019-10-06,3.0,0.025,0.012,17.0083333333333,1.37916666666666,0.0,4460,7947,1694,9,7496,19596.0
2019-10-07,3.0,0.009,0.023,14.9291666666666,0.612499999999999,1.125,4460,7947,1694,9,1516,453.0
2019-10-08,6.0,0.021,0.017,14.9166666666666,1.5625,0.0,4460,7947,1694,9,6348,6765.0
2019-10-09,7.0,0.014,0.023,12.0541666666666,0.841666666666666,0.0,4460,7947,1694,9,12095,25533.0
2019-10-10,11.0,0.006,0.034,13.5083333333333,0.554166666666666,0.0,4460,7947,1694,9,4647,4152.0
2019-10-11,15.0,0.023,0.023,17.2958333333333,1.29166666666666,0.0,4460,7947,1694,9,8660,6444.0
2019-10-12,9.0,0.037,0.011,17.8291666666666,3.07916666666666,0.0,4460,7947,1694,9,11167,18065.0
2019-10-13,7.0,0.023,0.016,15.1416666666666,0.891666666666666,0.0,4460,7947,1694,9,7977,18452.0
2019-10-14,12.0,0.021,0.019,13.6458333333333,1.47499999999999,0.0,4460,7947,1694,9,4051,3421.0
2019-10-15,7.0,0.014,0.024,12.3583333333333,0.716666666666666,0.0,4460,7947,1694,9,5783,4828.0
2019-10-16,12.0,0.012,0.031,12.7625,0.6,0.0,4460,7947,1694,9,5829,4625.0
2019-10-17,15.0,0.013,0.031,13.5083333333333,0.725,0.0,4460,7947,1694,9,7041,7092.0
2019-10-18,8.0,0.01,0.027,14.9916666666666,1.0625,0.0,4460,7947,1694,9,13588,8745.0
2019-10-19,8.0,0.018,0.023,15.35,0.841666666666666,0.0,4460,7947,1694,9,11293,19166.0
2019-10-20,17.0,0.015,0.023,14.1958333333333,0.529166666666666,0.0,4460,7947,1694,9,7876,16154.0
2019-10-21,19.0,0.015,0.035,14.9791666666666,0.616666666666666,0.0,4460,7947,1694,9,3710,4135.0
2019-10-22,21.0,0.014,0.035,15.4458333333333,0.565217391304347,0.0,4460,7947,1694,9,5817,4520.0
2019-10-23,13.0,0.01,0.032,15.1458333333333,0.733333333333333,0.0,4460,7947,1694,9,6797,5540.0
2019-10-24,12.0,0.024,0.025,17.125,1.18333333333333,0.0,4460,7947,1694,9,6115,4341.0
2019-10-25,10.0,0.023,0.024,15.875,1.06666666666666,0.0,4460,7947,1694,9,15442,8133.0
2019-10-26,11.0,0.02,0.017,10.4375,1.53749999999999,0.0,4460,7947,1694,9,18394,17609.0
2019-10-27,11.0,0.018,0.021,9.15,0.833333333333333,0.0,4460,7947,1694,9,9604,16692.0
2019-10-28,14.0,0.025,0.022,11.5083333333333,1.2125,0.0,4460,7947,1694,9,3544,3318.0
2019-10-29,21.0,0.02,0.019,12.5,1.64166666666666,0.0208333333333333,4460,7947,1694,9,4991,3791.0
2019-10-30,8.0,0.014,0.026,9.38333333333333,1.0,0.0,4460,7947,1694,9,5094,12945.0
2019-10-31,22.0,0.029,0.026,13.7,1.5875,0.0,4460,7947,1694,9,5373,4014.0
2019-11-01,28.0,0.018,0.036,13.8208333333333,1.05416666666666,0.0,4460,7931,1701,9,6993,3458.0
2019-11-02,38.0,0.016,0.041,11.6458333333333,0.575,0.0,4460,7931,1701,9,10869,14026.0
2019-11-03,37.0,0.017,0.03,12.9708333333333,0.854166666666666,0.0,4460,7931,1701,9,8112,11948.0
2019-11-04,5.0,0.01,0.029,11.3916666666666,0.745833333333333,0.0,4460,7931,1701,9,4537,3977.0
2019-11-05,16.0,0.015,0.032,10.45,0.829166666666666,0.0,4460,7931,1701,9,5469,3444.0
2019-11-06,28.0,0.011,0.039,9.5125,0.754166666666666,0.0,4460,7931,1701,9,4455,3086.0
2019-11-07,20.0,0.021,0.026,8.67916666666666,1.20833333333333,0.0,4460,7931,1701,9,4898,3573.0
2019-11-08,16.0,0.01,0.034,5.20833333333333,0.862499999999999,0.0,4460,7931,1701,9,6236,4592.0
2019-11-09,19.0,0.009,0.037,7.0625,0.733333333333333,0.0,4460,7931,1701,9,10162,12385.0
2019-11-10,25.0,0.017,0.028,8.85833333333333,0.970833333333333,0.604166666666666,4460,7931,1701,9,6654,9306.0
2019-11-11,14.0,0.029,0.02,11.5,1.8625,0.125,4460,7931,1701,9,2982,2244.0
2019-11-12,18.0,0.005,0.035,8.01666666666666,0.579166666666666,0.0,4460,7931,1701,9,4704,2867.0
2019-11-13,23.0,0.009,0.029,7.23333333333333,1.65416666666666,0.4375,4460,7931,1701,9,2906,1080.0
2019-11-14,3.0,0.022,0.015,1.73333333333333,2.25833333333333,0.0,4460,7931,1701,9,3526,3890.0
2019-11-15,12.0,0.006,0.034,5.87916666666666,1.71666666666666,0.895833333333333,4460,7931,1701,9,3042,618.0
2019-11-16,16.0,0.004,0.033,6.51666666666666,0.8875,0.0,4460,7931,1701,9,7086,6239.0
2019-11-17,13.0,0.01,0.028,7.55833333333333,1.0875,1.47916666666666,4460,7931,1701,9,2562,1062.0
2019-11-18,8.0,0.029,0.01,6.71249999999999,2.70416666666666,0.791666666666666,4460,7931,1701,9,2016,893.0
2019-11-19,7.0,0.021,0.016,1.47499999999999,1.76666666666666,0.0,4460,7931,1701,9,2737,2984.0
2019-11-20,10.0,0.01,0.03,0.283333333333333,0.970833333333333,0.0,4460,7931,1701,9,2910,1030.0
2019-11-21,15.0,0.003,0.042,2.8,0.729166666666666,0.0,4460,7931,1701,9,2984,1160.0
2019-11-22,17.0,0.006,0.04,7.47916666666666,0.879166666666666,0.0,4460,7931,1701,9,3991,1700.0
2019-11-23,16.0,0.006,0.038,9.73749999999999,0.725,0.0,4460,7931,1701,9,6956,7841.0
2019-11-24,15.0,0.012,0.025,9.40833333333333,1.25833333333333,0.104166666666666,4460,7931,1701,9,3877,3749.0
2019-11-25,14.0,0.012,0.023,2.45416666666666,1.95833333333333,0.0,4460,7931,1701,9,2247,922.0
2019-11-26,16.0,0.007,0.032,5.90833333333333,0.9125,0.0,4460,7931,1701,9,3716,1377.0
2019-11-27,20.0,0.015,0.025,4.19166666666666,1.54166666666666,0.0,4460,7931,1701,9,3541,1223.0
2019-11-28,22.0,0.006,0.035,3.6,1.21666666666666,0.0,4460,7931,1701,9,3266,1041.0
2019-11-29,21.0,0.008,0.035,1.0125,1.025,0.0,4460,7931,1701,9,4301,18132.0
2019-11-30,26.0,0.007,0.044,3.23333333333333,0.691666666666666,0.0,4460,7931,1701,9,5150,3727.0
2019-12-01,37.0,0.007,0.036,5.18333333333333,0.683333333333333,0.1875,4502,7952,1713,9,2036,836.0
2019-12-02,11.0,0.025,0.015,1.64583333333333,2.3,0.0,4502,7952,1713,9,2322,813.0
2019-12-03,18.0,0.004,0.034,-0.0375,1.4875,0.0208333333333333,4502,7952,1713,9,3635,696.0
2019-12-04,15.0,0.01,0.031,2.55416666666666,1.1375,0.0833333333333333,4502,7952,1713,9,2776,790.0
2019-12-05,10.0,0.024,0.014,-2.25,2.5875,0.0,4502,7952,1713,9,2342,705.0
2019-12-06,12.0,0.01,0.028,-5.74166666666666,0.920833333333333,0.0,4502,7952,1713,9,2310,407.0
2019-12-07,32.0,0.003,0.043,-2.92857142857142,0.566666666666666,0.0,4502,7952,1713,9,3451,1326.0
2019-12-08,43.0,0.005,0.041,-1.84999999999999,0.525,0.0,4502,7952,1713,9,3520,2122.0
2019-12-09,49.0,0.006,0.044,2.84166666666666,0.754166666666666,0.0,4502,7952,1713,9,2019,621.0
2019-12-10,73.0,0.012,0.042,7.24166666666666,0.924999999999999,0.0625,4502,7952,1713,9,4989,708.0
2019-12-11,61.0,0.031,0.022,7.52499999999999,2.25416666666666,0.0,4502,7952,1713,9,6069,645.0
2019-12-12,11.0,0.016,0.021,0.6875,1.825,0.0,4502,7952,1713,9,4038,1153.0
2019-12-13,14.0,0.006,0.035,2.30833333333333,1.41666666666666,0.0,4502,7952,1713,9,3486,749.0
2019-12-14,29.0,0.013,0.026,4.34166666666666,1.89166666666666,0.0625,4502,7952,1713,9,4706,2182.0
2019-12-15,25.0,0.008,0.031,4.32083333333333,0.5375,0.0,4502,7952,1713,9,4148,3487.0
2019-12-16,24.0,0.005,0.041,6.83333333333333,0.5125,0.0,4502,7952,1713,9,2382,1084.0
2019-12-17,19.0,0.013,0.029,9.6,1.62916666666666,0.479166666666666,4502,7952,1713,9,3642,473.0
2019-12-18,25.0,0.013,0.028,2.82499999999999,1.175,0.0,4502,7952,1713,9,3651,1578.0
2019-12-19,13.0,0.015,0.024,0.545833333333333,1.47499999999999,0.0,4502,7952,1713,9,3703,779.0
2019-12-20,18.0,0.011,0.028,0.175,1.37083333333333,0.0,4502,7952,1713,9,4186,725.0
2019-12-21,22.0,0.004,0.036,-1.02916666666666,0.870833333333333,0.0,4502,7952,1713,9,4155,1661.0
2019-12-22,43.0,0.009,0.033,3.31666666666666,0.804166666666666,0.0,4502,7952,1713,9,3402,1967.0
2019-12-23,39.0,0.014,0.031,4.55,1.43333333333333,0.208333333333333,4502,7952,1713,9,2114,699.0
2019-12-24,46.0,0.006,0.042,0.625,0.816666666666666,0.0,4502,7952,1713,9,4260,959.0
2019-12-25,31.0,0.006,0.038,1.09583333333333,0.720833333333333,0.0,4502,7952,1713,9,4844,2858.0
2019-12-26,35.0,0.015,0.032,3.13333333333333,1.4375,0.0625,4502,7952,1713,9,2482,548.0
2019-12-27,18.0,0.018,0.026,-0.579166666666666,1.375,0.0,4502,7952,1713,9,3583,1302.0
2019-12-28,23.0,0.007,0.035,0.2625,0.579166666666666,0.0,4502,7952,1713,9,5194,2110.0
2019-12-29,28.0,0.007,0.033,3.3,0.833333333333333,0.0208333333333333,4502,7952,1713,9,3582,6913.0
2019-12-30,26.0,0.014,0.026,4.725,1.89166666666666,0.0208333333333333,4502,7952,1713,9,2277,863.0
2019-12-31,12.0,0.023,0.015,-5.9875,2.3,0.0,4502,7952,1713,9,2409,548.0
